Protein,Group_Col,Group1,Group2,Group1_vs_Group2,F_P_Value,Log2_Fold_Change,Beta_Coefficient,Q_Value,Significant
OMG,Strain,M1,CTRL,M1 vs CTRL,0.07062801126733907,-0.03704849206349081,-0.03884477817705967,0.2574609220322961,False
OPG,Strain,M1,CTRL,M1 vs CTRL,4.294582518348308e-05,0.6315336111111094,0.5854157347549471,0.0005622585016915847,True
OPTC,Strain,M1,CTRL,M1 vs CTRL,0.2881995172046693,0.13276380952380962,0.1002213780309661,0.5970756829012774,False
OSM,Strain,M1,CTRL,M1 vs CTRL,0.6995796098536391,-0.024930158730158358,-0.0550291622510565,0.8901812148004067,False
PADI2,Strain,M1,CTRL,M1 vs CTRL,0.24499337953378367,-0.0505876190476191,-0.05940181295223504,0.5412241044166202,False
PAEP,Strain,M1,CTRL,M1 vs CTRL,0.9543706649033393,0.006250436507936552,-0.004777449714835201,0.9877073366159738,False
PAG1,Strain,M1,CTRL,M1 vs CTRL,1.1768591522536205e-16,2.2686947619047615,2.289654597016529,1.339938206208765e-14,True
PAK4,Strain,M1,CTRL,M1 vs CTRL,0.7476826429933747,0.01718730158730153,0.01848318824170586,0.9088078925460187,False
PAPPA,Strain,M1,CTRL,M1 vs CTRL,0.7345103962892858,0.05211904761904762,0.030558592254930544,0.9035807184574514,False
PAR-1,Strain,M1,CTRL,M1 vs CTRL,0.06119807598182291,0.676395396825396,0.5820250905196108,0.23472024329890692,False
PARP-1,Strain,M1,CTRL,M1 vs CTRL,8.59472104411694e-09,0.4679642857142854,0.487594551581686,2.329929480326939e-07,True
PCDH17,Strain,M1,CTRL,M1 vs CTRL,0.002474599246089329,-0.41835952380952435,-0.446945482695847,0.019431089646632465,True
PD-L1,Strain,M1,CTRL,M1 vs CTRL,0.8359347919160574,-0.0012291666666666146,-0.02830226722502638,0.9447503219878565,False
PD-L2,Strain,M1,CTRL,M1 vs CTRL,0.07302980391186596,0.09901420634920635,0.09244306229115835,0.26216264541903717,False
PDCD1,Strain,M1,CTRL,M1 vs CTRL,0.680070853617434,-0.026256984126984184,-0.029685820755201764,0.8811583059112928,False
PDGF subunit B,Strain,M1,CTRL,M1 vs CTRL,0.23456020865250163,0.16358801587301597,0.13480629299236277,0.5289883596379281,False
PDGF-R-alpha,Strain,M1,CTRL,M1 vs CTRL,0.020727400304984916,-0.3244588095238097,-0.31392691086084307,0.10528832404762892,False
PDGFC,Strain,M1,CTRL,M1 vs CTRL,0.767316174917814,0.027112460317460285,0.017178926315846693,0.9154573008646754,False
PDP1,Strain,M1,CTRL,M1 vs CTRL,0.9839949938411346,-0.008435436507936656,0.0012098092185071352,0.9943964259385756,False
PFDN2,Strain,M1,CTRL,M1 vs CTRL,3.560982214507222e-10,0.47421198412698407,0.47521036948763795,1.1776360269552929e-08,True
PFKM,Strain,M1,CTRL,M1 vs CTRL,1.3372603320659388e-07,0.6032657142857136,0.5961806198844436,2.8195674197263313e-06,True
PGF,Strain,M1,CTRL,M1 vs CTRL,8.838465782976736e-06,0.8022219047619048,0.7157343699935911,0.00013191492938263033,True
PHOSPHO1,Strain,M1,CTRL,M1 vs CTRL,4.972423881582645e-16,0.9111557142857143,0.9127369918214439,4.953777292026711e-14,True
PIK3AP1,Strain,M1,CTRL,M1 vs CTRL,0.3278669111711826,0.05769880952380979,0.05941095597153186,0.6356359236279069,False
PILRB,Strain,M1,CTRL,M1 vs CTRL,0.013321419045643958,0.4836290476190479,0.46174492210903206,0.07409051625525635,False
PIgR,Strain,M1,CTRL,M1 vs CTRL,0.00010363843289484809,0.7680823015873006,0.7654193114823287,0.0012421027220630664,True
PLA2G10,Strain,M1,CTRL,M1 vs CTRL,0.7631911429215243,-0.014819682539682244,-0.02372340143942575,0.9148192824612046,False
PLIN1,Strain,M1,CTRL,M1 vs CTRL,0.010437875827491632,0.3647768650793651,0.3786759323914922,0.06153096919016886,False
PLXDC1,Strain,M1,CTRL,M1 vs CTRL,0.0005496398931341193,-0.1804796428571429,-0.18522433780178965,0.0053802642056685075,True
PLXNA4,Strain,M1,CTRL,M1 vs CTRL,0.005771444703475985,-0.36751428571428546,-0.3778884626471829,0.038520218700606956,True
PLXNB1,Strain,M1,CTRL,M1 vs CTRL,0.8049506263630848,0.0005223809523809964,-0.02345172411506896,0.9347078066061186,False
PLXNB3,Strain,M1,CTRL,M1 vs CTRL,0.17050072281353584,-0.17969039682539734,-0.18645087831385598,0.4407689785351543,False
PMVK,Strain,M1,CTRL,M1 vs CTRL,0.5574750355062954,0.035288095238095174,0.033171561813116694,0.8121175613878187,False
PODXL,Strain,M1,CTRL,M1 vs CTRL,0.2877622119320326,-0.037753611111111085,-0.06493483614552667,0.5968799233084559,False
PODXL2,Strain,M1,CTRL,M1 vs CTRL,0.11643725185474516,-0.074294444444444,-0.08828711253173882,0.35240868547662574,False
PON2,Strain,M1,CTRL,M1 vs CTRL,0.1165115290126611,-0.13835694444444435,-0.14066778722215081,0.35240868547662574,False
PPM1B,Strain,M1,CTRL,M1 vs CTRL,0.33378411008775133,-0.06157817460317472,-0.06046656028805302,0.6414639882293687,False
PPP1R2,Strain,M1,CTRL,M1 vs CTRL,6.183341683211108e-12,1.3279103968253967,1.3213823885393627,2.832254782482329e-10,True
PPP1R9B,Strain,M1,CTRL,M1 vs CTRL,6.782513340086052e-08,0.2819985714285715,0.29010951783024885,1.5057557470887419e-06,True
PPP3R1,Strain,M1,CTRL,M1 vs CTRL,8.851573982662115e-19,1.788176507936508,1.8005408188930105,1.5336314052568926e-16,True
PPY,Strain,M1,CTRL,M1 vs CTRL,0.739563432052887,0.04725333333333337,-0.04519398018673132,0.9057842090680767,False
PRDX1,Strain,M1,CTRL,M1 vs CTRL,7.99014009883656e-07,0.5769057142857141,0.5629473671419963,1.4539136207243695e-05,True
PRDX3,Strain,M1,CTRL,M1 vs CTRL,1.662170884701338e-21,0.9648769047619048,0.9698854968072801,4.415833983689888e-19,True
PRDX5,Strain,M1,CTRL,M1 vs CTRL,1.3212407619880512e-09,0.8469885714285714,0.8592297208724331,4.0345934379481866e-08,True
PRDX6,Strain,M1,CTRL,M1 vs CTRL,0.0026715203303240816,0.30935428571428575,0.30785676642125226,0.020651810894939795,True
PREB,Strain,M1,CTRL,M1 vs CTRL,7.45540979098565e-05,0.20863166666666655,0.2099715067881685,0.0009313419441090223,True
PRELP,Strain,M1,CTRL,M1 vs CTRL,0.001186936167205433,0.45913365079364965,0.43298933057117506,0.010441370036012474,True
PRKAB1,Strain,M1,CTRL,M1 vs CTRL,0.0027801124565542796,0.21101464285714266,0.2130889939217027,0.021286933384311375,True
PRKCQ,Strain,M1,CTRL,M1 vs CTRL,0.1779541914521031,-0.13092023809523823,-0.12611686198731842,0.4523078644478847,False
PRKRA,Strain,M1,CTRL,M1 vs CTRL,0.18305218226976366,0.08679996031746062,0.08656220997673858,0.4592149489109274,False
PROK1,Strain,M1,CTRL,M1 vs CTRL,0.8187224679605443,0.0030304761904761945,-0.014269455754018294,0.94008140952339,False
PRSS27,Strain,M1,CTRL,M1 vs CTRL,0.025081728245061746,-0.3131081746031734,-0.37145605029755485,0.1221891039811382,False
PRSS8,Strain,M1,CTRL,M1 vs CTRL,0.8774964764948184,0.07792412698412754,0.024334227551219056,0.9615903915390764,False
PRTFDC1,Strain,M1,CTRL,M1 vs CTRL,0.2835476934178116,0.12316563492063504,0.13837079011956485,0.5923656924089014,False
PRTG,Strain,M1,CTRL,M1 vs CTRL,0.03632312927877287,-0.2154284126984125,-0.22711725915758194,0.1610096442446161,False
PSG1,Strain,M1,CTRL,M1 vs CTRL,0.15723085182581858,0.09579444444444496,0.10240530253250602,0.4237480742837011,False
PSGL-1,Strain,M1,CTRL,M1 vs CTRL,0.15870085078851923,0.14769007936507972,0.12585564036524324,0.42564818962359335,False
PSIP1,Strain,M1,CTRL,M1 vs CTRL,3.087377187087911e-10,0.8717026190476189,0.9030619506474842,1.0470806885570489e-08,True
PSMA1,Strain,M1,CTRL,M1 vs CTRL,0.8345836658690571,0.009964087301587377,0.00999143087197478,0.9444913018182282,False
PSME1,Strain,M1,CTRL,M1 vs CTRL,0.005424861173996063,0.17949738095238096,0.1809222477657675,0.03660977439182779,True
PTH1R,Strain,M1,CTRL,M1 vs CTRL,0.20913155816269152,-0.06908238095238062,-0.08408403718194493,0.4951807838849232,False
PTK7,Strain,M1,CTRL,M1 vs CTRL,0.9391707011340212,0.019795119047619048,0.008176562214199806,0.9823084629971324,False
PTN,Strain,M1,CTRL,M1 vs CTRL,0.3471338016758001,-0.05993420634920721,-0.06132686708945015,0.65374678623727,False
PTPN1,Strain,M1,CTRL,M1 vs CTRL,0.01851553474710707,0.13454373015873022,0.13636658364084156,0.09632428977444084,False
PTPRJ,Strain,M1,CTRL,M1 vs CTRL,0.7686442545700849,0.019518055555555636,0.020835520516106598,0.9154573008646754,False
PTS,Strain,M1,CTRL,M1 vs CTRL,0.001900889918676811,0.34516833333333374,0.3475049911680086,0.015554509909501217,True
PTX3,Strain,M1,CTRL,M1 vs CTRL,0.4889575245314458,0.05237920634920637,0.04153757249743058,0.7632180709979677,False
PVALB,Strain,M1,CTRL,M1 vs CTRL,0.001415354245559933,0.21975432539682593,0.20947364983532257,0.012064570414024242,True
PVR,Strain,M1,CTRL,M1 vs CTRL,0.011931580239772258,-0.34470158730158706,-0.35913002567576774,0.06787629872304418,False
PVRL4,Strain,M1,CTRL,M1 vs CTRL,0.9440384034680047,0.013468928571428451,0.0034271063428152684,0.9840421234161649,False
PXN,Strain,M1,CTRL,M1 vs CTRL,0.5806177294927476,-0.04863035714285713,-0.04333080747783474,0.8266386752513752,False
QDPR,Strain,M1,CTRL,M1 vs CTRL,0.4849638837999183,0.1075734126984127,0.09505819031560403,0.7613082832155503,False
RAGE,Strain,M1,CTRL,M1 vs CTRL,0.8256129656473957,0.1078516666666669,0.03066663672537695,0.9424300957191937,False
RARRES1,Strain,M1,CTRL,M1 vs CTRL,0.29464156953849474,-0.06191595238095236,-0.0594545893763338,0.6044513022449943,False
RASA1,Strain,M1,CTRL,M1 vs CTRL,0.6468714365539736,-0.011926230158730067,-0.020563274578388066,0.8632895762450049,False
RASSF2,Strain,M1,CTRL,M1 vs CTRL,0.9243993922747897,0.015409126984126997,0.005341160246002535,0.9770731834903031,False
RBKS,Strain,M1,CTRL,M1 vs CTRL,5.999735284783899e-16,1.7444579365079362,1.757757621956325,5.831450026796058e-14,True
RCOR1,Strain,M1,CTRL,M1 vs CTRL,0.6314273452649224,-0.028092817460317443,-0.026923221845813528,0.8545623842106604,False
REG4,Strain,M1,CTRL,M1 vs CTRL,0.8380595766670583,0.08180214285714182,0.034830632817258234,0.9454802747351607,False
REN,Strain,M1,CTRL,M1 vs CTRL,0.904246193745164,0.039761349206349196,0.010009099492127978,0.9716224585379905,False
RET,Strain,M1,CTRL,M1 vs CTRL,0.46887870660490916,-0.05312281746031733,-0.07533164784209452,0.7528627780417658,False
RGMA,Strain,M1,CTRL,M1 vs CTRL,0.13710477270196317,-0.14073420634920453,-0.14536801710311742,0.3899803848803164,False
RGMB,Strain,M1,CTRL,M1 vs CTRL,0.0016972858332759237,-0.4798237301587296,-0.49359240298728113,0.014061713192525064,True
RGS8,Strain,M1,CTRL,M1 vs CTRL,0.6732463409414043,0.011706666666666976,0.021384090441910066,0.8778429252404822,False
RNASE3,Strain,M1,CTRL,M1 vs CTRL,0.058716045997377495,0.6421591269841262,0.5841891660789122,0.2277211127002913,False
RNF31,Strain,M1,CTRL,M1 vs CTRL,0.44055712567239314,0.05542043650793671,0.04093979676941423,0.7310514869058866,False
ROBO2,Strain,M1,CTRL,M1 vs CTRL,0.011101314731231278,-0.41973714285714303,-0.4375389730656708,0.06434725702393694,False
ROR1,Strain,M1,CTRL,M1 vs CTRL,0.45769666032983525,-0.09079253968253997,-0.11780215318412762,0.7443057300201565,False
RPS6KB1,Strain,M1,CTRL,M1 vs CTRL,0.47848578601069336,-0.04053646825396795,-0.0430238152567205,0.7580303058260796,False
RRM2B,Strain,M1,CTRL,M1 vs CTRL,0.768777379509068,0.01934432539682529,0.015145006515125445,0.9154573008646754,False
RSPO1,Strain,M1,CTRL,M1 vs CTRL,0.026722807159546093,-0.14337984126984127,-0.14245258879617262,0.12807021831724735,False
RSPO3,Strain,M1,CTRL,M1 vs CTRL,0.7412310460326572,0.0913532142857143,0.055141614650645654,0.9064924715176121,False
RTN4R,Strain,M1,CTRL,M1 vs CTRL,0.010868156947003257,-0.4223003174603175,-0.40949571752394975,0.0634572973389128,False
S100A11,Strain,M1,CTRL,M1 vs CTRL,0.0007249099669510665,0.38102206349206347,0.3670630511970785,0.006853537884460261,True
S100A4,Strain,M1,CTRL,M1 vs CTRL,0.009241132633889673,0.43197623015873066,0.37692634974807926,0.05635181873917421,False
S100P,Strain,M1,CTRL,M1 vs CTRL,0.5856592877547794,-0.05729134920634915,-0.06207062055285778,0.8282418788639285,False
SCAMP3,Strain,M1,CTRL,M1 vs CTRL,1.0974460379383683e-07,0.9327548809523809,0.918020715154757,2.357586232444419e-06,True
SCARA5,Strain,M1,CTRL,M1 vs CTRL,0.09020429159432587,-0.17172587301587305,-0.1918994191399001,0.29967239448859156,False
SCARB2,Strain,M1,CTRL,M1 vs CTRL,0.585548605878282,-0.04119357142857094,-0.07563102967354754,0.8282418788639285,False
SCARF2,Strain,M1,CTRL,M1 vs CTRL,0.9043819777137265,0.06037801587301592,0.012517254979821223,0.9716224585379905,False
SCF,Strain,M1,CTRL,M1 vs CTRL,0.9691610451894314,0.06431055555555565,0.005187536990126113,0.9914277410036925,False
SDC4,Strain,M1,CTRL,M1 vs CTRL,0.0007007364922895373,0.5420788888888901,0.5041240765919035,0.006656579074550194,True
SEMA3F,Strain,M1,CTRL,M1 vs CTRL,0.015614065377337774,-0.3084379365079366,-0.3368477291851361,0.08448343588416976,False
SEMA4C,Strain,M1,CTRL,M1 vs CTRL,0.1013748863451351,0.2053258730158729,0.1889349302305563,0.32487247453587725,False
SERPINA12,Strain,M1,CTRL,M1 vs CTRL,0.15671235524274438,0.34180087301587325,0.3746291749724004,0.4237480742837011,False
SERPINA9,Strain,M1,CTRL,M1 vs CTRL,0.11357367471155044,-0.08035730158730164,-0.09419231759400887,0.3478478806752101,False
SERPINB6,Strain,M1,CTRL,M1 vs CTRL,0.7214444417873502,0.08041293650793602,0.04962893117180689,0.900252419139687,False
SERPINB8,Strain,M1,CTRL,M1 vs CTRL,0.6961037682144058,-0.06109984126984136,-0.09881711357486145,0.8894388078051767,False
SEZ6L,Strain,M1,CTRL,M1 vs CTRL,0.17822098382911666,-0.0753005555555557,-0.09486507951070416,0.452583283981337,False
SEZ6L2,Strain,M1,CTRL,M1 vs CTRL,0.05443079645607239,-0.11942404761904757,-0.1399620918780432,0.21550593529801143,False
SFRP1,Strain,M1,CTRL,M1 vs CTRL,0.013147168234387021,0.5823573015873018,0.5924103695715243,0.07342882328525897,False
SH2B3,Strain,M1,CTRL,M1 vs CTRL,0.3069211516083937,-0.09291571428571438,-0.10461742388472392,0.6153119667863297,False
SH2D1A,Strain,M1,CTRL,M1 vs CTRL,0.7672386259417643,0.011878095238095243,0.013912830546910115,0.9154573008646754,False
SIGLEC1,Strain,M1,CTRL,M1 vs CTRL,0.6569553052234167,0.0999365079365081,0.06420856020804394,0.8710586895076744,False
SIGLEC10,Strain,M1,CTRL,M1 vs CTRL,0.0028067106665300616,0.4090919047619046,0.38499622919548837,0.021367162132593393,True
SIGLEC6,Strain,M1,CTRL,M1 vs CTRL,0.691984804429127,0.03773523809523849,0.0270353493572026,0.887587040725357,False
SIGLEC7,Strain,M1,CTRL,M1 vs CTRL,0.000432357547054733,0.5558679365079364,0.5420112594244697,0.004395267410747732,True
SIRT2,Strain,M1,CTRL,M1 vs CTRL,0.016710869684993357,0.2983999999999999,0.2897729431578039,0.08890355936380359,False
SIRT5,Strain,M1,CTRL,M1 vs CTRL,0.6467803339191609,0.030269047619047695,0.033292223130662366,0.8632895762450049,False
SIT1,Strain,M1,CTRL,M1 vs CTRL,0.7839282063132119,-0.02871095238095256,-0.01919477915902488,0.923529551843663,False
SKAP1,Strain,M1,CTRL,M1 vs CTRL,0.0636588420894066,0.23726436507936494,0.26966311164931317,0.24045543670737943,False
SKR3,Strain,M1,CTRL,M1 vs CTRL,0.42904529505865197,-0.06014269841269826,-0.10315745926104825,0.7229367868113016,False
SLAMF1,Strain,M1,CTRL,M1 vs CTRL,0.6248305615042992,-0.03238579365079386,-0.03895001441406158,0.850482355267282,False
SLAMF7,Strain,M1,CTRL,M1 vs CTRL,0.6327899225567483,-0.029539444444444507,-0.03184716430768415,0.8549475644647032,False
SLAMF8,Strain,M1,CTRL,M1 vs CTRL,0.06497557651474345,0.18751404761904777,0.17145744366179416,0.24327125316750978,False
SLITRK2,Strain,M1,CTRL,M1 vs CTRL,0.06675376242834986,-0.3533538888888885,-0.38343999656273414,0.24733960323289092,False
SLITRK6,Strain,M1,CTRL,M1 vs CTRL,0.06861045731413995,-0.2196759523809525,-0.26798221032091474,0.2523421065037819,False
SMAD1,Strain,M1,CTRL,M1 vs CTRL,0.4615554480196983,-0.04831952380952381,-0.04557332438526123,0.7472099005753244,False
SMOC1,Strain,M1,CTRL,M1 vs CTRL,0.028367125652181482,0.22162456349206394,0.21483761262338313,0.13338406575096545,False
SMOC2,Strain,M1,CTRL,M1 vs CTRL,0.3908625690552966,0.18331150793650774,0.1329989025559436,0.6925390239112302,False
SMPD1,Strain,M1,CTRL,M1 vs CTRL,0.027459222395686,-0.2683910317460316,-0.2761486171759192,0.13026785862715323,False
SNAP23,Strain,M1,CTRL,M1 vs CTRL,0.6367355024234926,-0.02733150793650794,-0.027884941968998326,0.8582414940495918,False
SNCG,Strain,M1,CTRL,M1 vs CTRL,4.120582292330102e-10,1.5972276190476196,1.5918575377046766,1.3350016613768664e-08,True
SOD2,Strain,M1,CTRL,M1 vs CTRL,8.022102864067273e-10,0.8813906349206331,0.865762887270413,2.5271209417634848e-08,True
SORCS2,Strain,M1,CTRL,M1 vs CTRL,0.5469886157213741,-0.016934920634919415,-0.03673911367472538,0.8052270534354178,False
SORT1,Strain,M1,CTRL,M1 vs CTRL,0.4141707289343165,0.1252260317460303,0.09958635491078943,0.7119653940150973,False
SOST,Strain,M1,CTRL,M1 vs CTRL,0.34926545926190045,0.29121825396825396,0.1946707935552884,0.6557469282255233,False
SPARC,Strain,M1,CTRL,M1 vs CTRL,0.14382222964442404,0.10989222222222317,0.09209702526213015,0.4010717880567038,False
SPOCK1,Strain,M1,CTRL,M1 vs CTRL,0.13569244573923786,-0.13291468253968297,-0.14590500893152053,0.38776220600277006,False
SPON2,Strain,M1,CTRL,M1 vs CTRL,0.6851417485398669,0.0735576190476177,0.04989173312774953,0.8848264692250802,False
SPRY2,Strain,M1,CTRL,M1 vs CTRL,0.5175215164451196,-0.07656380952380948,-0.10232008931977678,0.7860310124949643,False
SRC,Strain,M1,CTRL,M1 vs CTRL,1.3005315659747119e-11,0.6757162698412698,0.6715106479973165,5.602830584226191e-10,True
SRP14,Strain,M1,CTRL,M1 vs CTRL,2.8332380733447803e-13,1.425654523809524,1.4781333317519125,1.6482414193107956e-11,True
SRPK2,Strain,M1,CTRL,M1 vs CTRL,7.813876748503866e-11,0.7001142857142858,0.7304937644183181,2.937575362527161e-09,True
SSC4D,Strain,M1,CTRL,M1 vs CTRL,0.06043236442356861,-0.24158214285714275,-0.2677555655673012,0.2325668490853896,False
ST1A1,Strain,M1,CTRL,M1 vs CTRL,0.41259561144963286,-0.04490543650793666,-0.057038720538628976,0.7116180530737013,False
ST3GAL1,Strain,M1,CTRL,M1 vs CTRL,0.6806035798230764,-0.03823952380952389,-0.058053668062277436,0.8811583059112928,False
STAMBP,Strain,M1,CTRL,M1 vs CTRL,3.8751444244674273e-10,0.5369050396825397,0.5411285752658248,1.2657746337297293e-08,True
STC1,Strain,M1,CTRL,M1 vs CTRL,0.06512082347467413,-0.2906364285714287,-0.3868863619465396,0.24327125316750978,False
STK4,Strain,M1,CTRL,M1 vs CTRL,0.20143831665586337,-0.042055952380952374,-0.04847503908714455,0.4845950448980474,False
STX16,Strain,M1,CTRL,M1 vs CTRL,0.3949434689171052,-0.057713333333333616,-0.06601837383138814,0.6955134421508413,False
STX6,Strain,M1,CTRL,M1 vs CTRL,9.318640933285998e-05,0.2676437301587302,0.2676760604527043,0.0011373593910917214,True
STX8,Strain,M1,CTRL,M1 vs CTRL,0.0037542702218039243,0.3426799206349207,0.33684872905375385,0.02747615580144837,True
STXBP3,Strain,M1,CTRL,M1 vs CTRL,0.34027551250631494,-0.04169039682539655,-0.04945862809282503,0.646629119797798,False
SULT2A1,Strain,M1,CTRL,M1 vs CTRL,0.9800747697281066,0.007892142857142903,0.0014087783720313427,0.9941324021745166,False
SUMF2,Strain,M1,CTRL,M1 vs CTRL,0.5685633753490101,-0.05889357142857232,-0.099569407267394,0.8191215245947886,False
SYND1,Strain,M1,CTRL,M1 vs CTRL,0.8180787781629666,0.044135833333333374,0.02457876685544237,0.9397647538136126,False
Siglec-9,Strain,M1,CTRL,M1 vs CTRL,0.004851172494730191,0.46667515873015863,0.4327818369390855,0.03359152457254528,True
TACC3,Strain,M1,CTRL,M1 vs CTRL,0.4121111685149069,0.05812428571428574,0.051870556972484744,0.7113274246561211,False
TACSTD2,Strain,M1,CTRL,M1 vs CTRL,0.2871375891344121,-0.08896095238095225,-0.0925209837513914,0.5965265795578818,False
TANK,Strain,M1,CTRL,M1 vs CTRL,0.8066339429093631,-0.022039523809523898,-0.03192355454087465,0.9353356905557818,False
TBCB,Strain,M1,CTRL,M1 vs CTRL,3.176797300315915e-10,1.037908611111111,1.0802621308562383,1.063826658971338e-08,True
TCL1A,Strain,M1,CTRL,M1 vs CTRL,0.7240304717693093,0.035910476190475826,0.031443635961081906,0.9012217491802899,False
TCL1B,Strain,M1,CTRL,M1 vs CTRL,0.3260663637218838,0.08917468253968247,0.0869230560103891,0.633995832852748,False
TDGF1,Strain,M1,CTRL,M1 vs CTRL,0.07373198153912537,-0.42049511904761894,-0.5382360856403623,0.263281314008436,False
TDRKH,Strain,M1,CTRL,M1 vs CTRL,0.418308886763468,0.03973650793650774,0.040850053068782546,0.7157410535648003,False
TF,Strain,M1,CTRL,M1 vs CTRL,0.13276386961724893,0.23151007936507728,0.19327833273131834,0.3833797249454616,False
TFF2,Strain,M1,CTRL,M1 vs CTRL,0.3051023483458009,0.262199761904762,0.2245371981496271,0.6135921565268819,False
TFPI-2,Strain,M1,CTRL,M1 vs CTRL,0.854955348936618,0.08303646825396882,0.03204696815803221,0.9528847283721489,False
TGF-alpha,Strain,M1,CTRL,M1 vs CTRL,0.8012100702598354,-0.011156984126984959,-0.023638136342372162,0.9322108408716625,False
TGFR-2,Strain,M1,CTRL,M1 vs CTRL,0.09387583307506019,0.2887563888888893,0.21383384316748677,0.30840494213035025,False
TGM2,Strain,M1,CTRL,M1 vs CTRL,0.0017404415667124158,0.5496962698412702,0.4982475017809692,0.014374424131293216,True
THBS2,Strain,M1,CTRL,M1 vs CTRL,0.6589566285061257,0.026545317460318074,0.021524764058134527,0.8719714974587118,False
